Pedido,Data Pedido,Data Saída,Previsão Entrega,Data Entrega,Comprador,Materia Prima,Quantidade,Desconto (%),Fornecedor
5568,11/3/2020,11/6/2020,11/10/2020,11/13/2020,4,10,6,0,1
5569,11/3/2020,11/7/2020,11/21/2020,11/25/2020,1,9,188,0,2
5570,11/3/2020,11/4/2020,11/20/2020,11/20/2020,1,5,143,0,5
5571,11/3/2020,11/13/2020,11/22/2020,11/26/2020,1,4,197,0,3
5572,11/3/2020,11/4/2020,11/21/2020,11/21/2020,1,5,279,0,2
5573,11/3/2020,11/10/2020,12/2/2020,12/5/2020,1,1,200,0,3
5574,11/3/2020,11/3/2020,11/23/2020,11/27/2020,1,10,175,0,2
5575,11/4/2020,11/12/2020,12/4/2020,12/6/2020,1,11,204,0,2
5576,11/4/2020,11/4/2020,12/3/2020,12/7/2020,1,11,188,0,2
5577,11/4/2020,11/4/2020,11/12/2020,11/13/2020,4,11,119,0,2
5578,11/4/2020,11/7/2020,11/11/2020,11/11/2020,4,1,324,0,2
5579,11/4/2020,11/7/2020,11/11/2020,11/13/2020,4,5,247,0,1
5580,11/4/2020,11/4/2020,11/23/2020,11/27/2020,1,1,56,0,4
5581,11/4/2020,11/6/2020,11/17/2020,11/18/2020,1,7,208,0,2
5582,11/4/2020,11/17/2020,12/5/2020,12/10/2020,1,1,45,0,1
5583,11/5/2020,11/13/2020,11/16/2020,11/17/2020,4,11,186,0,2
5584,11/5/2020,11/5/2020,11/12/2020,11/13/2020,4,6,187,0,2
5585,11/5/2020,11/6/2020,11/11/2020,11/13/2020,4,4,300,0,3
5586,11/5/2020,11/14/2020,11/17/2020,11/18/2020,4,9,105,0,3
5587,11/5/2020,11/11/2020,11/13/2020,11/14/2020,4,11,100,0,3
5588,11/5/2020,11/13/2020,11/13/2020,11/19/2020,4,3,107,0,3
5589,11/5/2020,11/12/2020,11/25/2020,11/27/2020,1,5,297,0,2
5590,11/5/2020,11/5/2020,11/20/2020,11/25/2020,1,5,385,0,2
5591,11/5/2020,11/5/2020,11/27/2020,11/27/2020,1,5,55,0,2
5592,11/5/2020,11/13/2020,12/5/2020,12/10/2020,1,7,152,0,1
5593,11/5/2020,11/9/2020,11/30/2020,11/29/2020,1,9,120,0,4
5594,11/6/2020,11/6/2020,12/7/2020,12/6/2020,1,7,6,0,2
5595,11/6/2020,11/6/2020,11/15/2020,11/12/2020,4,7,399,0,2
5596,11/6/2020,11/9/2020,11/26/2020,11/28/2020,1,7,415,0,3
5597,11/6/2020,11/11/2020,11/27/2020,11/28/2020,1,11,17,0,3
5598,11/6/2020,11/8/2020,11/21/2020,11/23/2020,1,10,103,0,4
5599,11/6/2020,11/6/2020,12/5/2020,12/8/2020,1,7,7,0,2
5600,11/6/2020,11/7/2020,12/10/2020,12/9/2020,1,11,545,0,3
5601,11/6/2020,11/14/2020,11/26/2020,11/29/2020,1,8,202,0,2
5602,11/6/2020,11/11/2020,11/28/2020,11/30/2020,1,7,12,0,3
5603,11/7/2020,11/15/2020,11/17/2020,11/22/2020,4,9,331,0,2
5604,11/7/2020,11/11/2020,11/18/2020,11/21/2020,4,9,182,0,5
5605,11/7/2020,11/7/2020,11/16/2020,11/15/2020,4,6,53,0,2
5606,11/7/2020,11/14/2020,11/23/2020,11/25/2020,1,5,28,0,2
5607,11/7/2020,11/18/2020,11/21/2020,11/24/2020,1,6,155,0,1
5608,11/7/2020,11/16/2020,12/7/2020,12/13/2020,1,7,20,0,2
5609,11/7/2020,11/12/2020,11/25/2020,11/28/2020,1,11,190,0,5
5610,11/7/2020,11/7/2020,11/28/2020,11/30/2020,1,1,132,0,2
5611,11/8/2020,11/17/2020,11/17/2020,11/20/2020,4,5,155,0,1
5612,11/8/2020,11/9/2020,11/15/2020,11/18/2020,4,5,115,0,3
5613,11/8/2020,11/14/2020,11/17/2020,11/17/2020,4,6,233,0,2
5614,11/8/2020,11/8/2020,11/15/2020,11/17/2020,4,6,410,0,5
5615,11/8/2020,11/15/2020,11/24/2020,11/28/2020,1,11,61,0,2
5616,11/8/2020,11/14/2020,11/26/2020,11/30/2020,1,7,353,0,5
5617,11/8/2020,11/11/2020,11/27/2020,12/1/2020,1,4,67,0,2
5618,11/8/2020,11/15/2020,11/27/2020,11/29/2020,1,2,35,0,2
5619,11/8/2020,11/8/2020,11/29/2020,11/30/2020,1,7,179,0,2
5620,11/8/2020,11/8/2020,11/21/2020,11/27/2020,1,8,149,0,2
5621,11/8/2020,11/11/2020,11/27/2020,11/27/2020,1,9,47,0,3
5622,11/8/2020,11/16/2020,11/26/2020,11/23/2020,2,1,11,0,3
5623,11/8/2020,11/11/2020,12/9/2020,12/12/2020,1,8,6,0,3
5624,11/8/2020,11/12/2020,11/30/2020,12/3/2020,1,8,170,0,1
5625,11/9/2020,11/17/2020,11/20/2020,11/20/2020,4,9,530,0,2
5626,11/9/2020,11/13/2020,11/17/2020,11/17/2020,4,11,158,0,1
5627,11/9/2020,11/10/2020,11/16/2020,11/19/2020,4,5,55,0,3
5628,11/9/2020,11/10/2020,11/16/2020,11/17/2020,4,9,443,0,4
5629,11/10/2020,11/18/2020,11/20/2020,11/26/2020,4,6,42,0,2
5630,11/10/2020,11/18/2020,11/21/2020,11/22/2020,4,1,161,0,2
5631,11/10/2020,11/10/2020,11/17/2020,11/18/2020,4,6,545,0,2
5632,11/10/2020,11/18/2020,12/1/2020,12/2/2020,1,9,470,0,2
5633,11/10/2020,11/10/2020,12/2/2020,12/2/2020,1,11,252,0,4
5634,11/10/2020,11/13/2020,11/28/2020,12/2/2020,1,5,421,0,1
5635,11/10/2020,11/13/2020,11/29/2020,12/1/2020,1,8,8,34,3
5636,11/10/2020,11/17/2020,12/7/2020,12/10/2020,1,10,173,0,3
5637,11/10/2020,11/10/2020,12/8/2020,12/11/2020,1,5,135,0,2
5638,11/10/2020,11/11/2020,12/10/2020,12/14/2020,1,1,368,0,3
5639,11/11/2020,11/13/2020,11/23/2020,11/27/2020,4,9,67,0,4
5640,11/11/2020,11/24/2020,12/12/2020,12/14/2020,1,8,73,0,1
5641,11/11/2020,11/19/2020,11/20/2020,11/22/2020,4,8,188,0,3
5642,11/11/2020,11/18/2020,11/21/2020,11/20/2020,4,6,21,0,2
5643,11/11/2020,11/11/2020,11/30/2020,12/3/2020,1,6,76,0,2
5644,11/11/2020,11/11/2020,11/25/2020,11/24/2020,2,5,310,0,2
5645,11/11/2020,11/20/2020,11/30/2020,12/2/2020,1,9,19,0,2
5646,11/11/2020,11/11/2020,11/29/2020,12/3/2020,1,5,8,0,2
5647,11/11/2020,11/12/2020,12/1/2020,12/3/2020,1,11,405,0,3
5648,11/12/2020,11/13/2020,11/19/2020,11/18/2020,4,7,233,0,3
5649,11/12/2020,11/13/2020,11/17/2020,11/21/2020,4,1,44,0,3
5650,11/12/2020,11/12/2020,11/21/2020,11/20/2020,4,11,188,0,5
5651,11/12/2020,11/12/2020,11/20/2020,11/20/2020,4,5,178,0,2
5652,11/12/2020,11/21/2020,12/1/2020,12/4/2020,1,5,113,0,2
5653,11/12/2020,11/12/2020,12/3/2020,12/4/2020,1,1,36,0,5
5654,11/12/2020,11/12/2020,12/11/2020,12/13/2020,1,5,33,0,4
5655,11/12/2020,11/21/2020,12/11/2020,12/13/2020,1,7,117,0,2
5656,11/12/2020,11/13/2020,11/30/2020,12/3/2020,1,11,264,0,3
5657,11/12/2020,11/12/2020,12/4/2020,12/7/2020,1,2,105,0,2
5658,11/12/2020,11/12/2020,12/5/2020,12/5/2020,1,2,352,0,2
5659,11/12/2020,11/24/2020,12/6/2020,12/5/2020,1,1,477,0,1
5660,11/13/2020,11/20/2020,11/24/2020,11/26/2020,4,7,305,0,2
5661,11/13/2020,11/13/2020,11/24/2020,11/24/2020,4,9,266,0,4
5662,11/13/2020,11/15/2020,12/7/2020,12/9/2020,1,5,66,0,2
5663,11/13/2020,11/23/2020,11/24/2020,11/30/2020,4,9,128,0,3
5664,11/13/2020,11/16/2020,11/21/2020,11/22/2020,4,6,244,0,1
5665,11/13/2020,11/13/2020,11/30/2020,12/4/2020,1,5,159,0,2
5666,11/13/2020,11/25/2020,12/4/2020,12/7/2020,1,7,52,0,1
5667,11/13/2020,11/14/2020,11/26/2020,11/30/2020,2,7,117,0,3
5668,11/13/2020,11/13/2020,12/4/2020,12/5/2020,1,11,104,0,2
5669,11/13/2020,11/22/2020,11/29/2020,12/1/2020,2,11,36,0,2
5670,11/13/2020,11/19/2020,12/12/2020,12/16/2020,1,9,448,0,2
5671,11/13/2020,11/16/2020,12/7/2020,12/9/2020,1,11,331,0,1
5672,11/14/2020,11/15/2020,11/21/2020,11/20/2020,4,11,13,0,3
5673,11/14/2020,11/22/2020,11/26/2020,12/2/2020,4,9,23,0,2
5674,11/14/2020,11/15/2020,12/11/2020,12/15/2020,1,5,121,0,3
5675,11/14/2020,11/14/2020,12/13/2020,12/15/2020,1,6,153,0,5
5676,11/14/2020,11/23/2020,11/26/2020,11/26/2020,4,7,69,0,2
5677,11/14/2020,11/18/2020,11/22/2020,11/24/2020,4,7,100,0,3
5678,11/14/2020,11/14/2020,11/20/2020,11/22/2020,4,9,192,0,5
5679,11/14/2020,11/17/2020,12/3/2020,12/5/2020,1,11,169,0,1
5680,11/14/2020,11/15/2020,11/28/2020,11/28/2020,2,8,357,0,3
5681,11/14/2020,11/15/2020,12/15/2020,12/16/2020,1,11,24,0,3
5682,11/14/2020,11/14/2020,12/15/2020,12/18/2020,1,11,511,0,4
5683,11/15/2020,11/23/2020,11/26/2020,11/28/2020,4,4,215,0,2
5684,11/15/2020,11/15/2020,12/14/2020,12/15/2020,1,7,358,0,2
5685,11/15/2020,11/24/2020,11/25/2020,12/1/2020,4,5,116,0,3
5686,11/15/2020,11/25/2020,11/26/2020,12/2/2020,4,6,514,0,1
5687,11/15/2020,11/16/2020,12/6/2020,12/6/2020,1,7,161,0,3
5688,11/15/2020,11/29/2020,12/5/2020,12/5/2020,1,7,232,0,1
5689,11/15/2020,11/23/2020,12/18/2020,12/18/2020,1,9,21,0,2
5690,11/15/2020,11/23/2020,12/8/2020,12/7/2020,1,11,124,0,3
5691,11/15/2020,11/24/2020,12/8/2020,12/10/2020,1,9,68,0,3
5692,11/16/2020,11/21/2020,11/23/2020,11/25/2020,4,3,507,0,2
5693,11/16/2020,11/20/2020,11/23/2020,11/25/2020,4,10,202,31,3
5694,11/16/2020,11/23/2020,12/20/2020,12/19/2020,1,1,73,0,3
5695,11/16/2020,11/16/2020,11/24/2020,11/23/2020,4,4,140,0,5
5696,11/16/2020,11/24/2020,11/26/2020,11/27/2020,4,1,16,0,2
5697,11/16/2020,11/16/2020,11/23/2020,11/26/2020,4,6,252,0,2
5698,11/16/2020,11/17/2020,11/23/2020,11/26/2020,4,10,319,0,3
5699,11/16/2020,11/26/2020,11/27/2020,11/26/2020,4,9,443,0,3
5700,11/16/2020,11/19/2020,11/25/2020,11/28/2020,4,1,164,0,5
5701,11/16/2020,11/16/2020,12/4/2020,12/8/2020,1,11,63,0,2
5702,11/16/2020,11/16/2020,12/6/2020,12/8/2020,1,7,88,0,2
5703,11/16/2020,11/18/2020,12/14/2020,12/16/2020,1,5,168,0,2
5704,11/16/2020,11/16/2020,12/19/2020,12/21/2020,1,6,334,0,5
5705,11/16/2020,11/22/2020,12/11/2020,12/10/2020,1,10,402,0,3
5706,11/17/2020,11/18/2020,11/24/2020,11/25/2020,4,8,323,0,1
5707,11/17/2020,11/25/2020,11/28/2020,12/2/2020,4,8,216,0,3
5708,11/17/2020,11/25/2020,12/17/2020,12/18/2020,1,10,1,0,1
5709,11/17/2020,11/21/2020,11/24/2020,11/28/2020,4,11,164,0,2
5710,11/17/2020,11/25/2020,11/25/2020,11/28/2020,4,9,31,0,3
5711,11/17/2020,11/17/2020,11/22/2020,11/26/2020,4,1,496,0,2
5712,11/17/2020,11/23/2020,12/4/2020,12/8/2020,1,4,382,0,3
5713,11/17/2020,11/18/2020,12/18/2020,12/22/2020,1,1,3,0,3
5714,11/17/2020,11/20/2020,12/10/2020,12/11/2020,1,7,23,0,1
5715,11/18/2020,11/18/2020,11/25/2020,11/22/2020,4,1,16,34,2
5716,11/18/2020,11/19/2020,11/25/2020,11/27/2020,4,7,141,0,3
5717,11/18/2020,11/24/2020,11/24/2020,11/26/2020,4,7,135,0,1
5718,11/18/2020,11/18/2020,11/25/2020,11/26/2020,4,9,65,0,2
5719,11/18/2020,11/18/2020,11/24/2020,11/26/2020,4,3,228,0,2
5720,11/18/2020,11/18/2020,11/24/2020,11/27/2020,4,9,402,0,2
5721,11/18/2020,11/23/2020,11/30/2020,12/1/2020,4,5,478,0,5
5722,11/18/2020,11/21/2020,12/7/2020,12/8/2020,1,11,402,0,2
5723,11/18/2020,11/21/2020,12/21/2020,12/25/2020,1,11,114,0,2
5724,11/18/2020,11/30/2020,12/9/2020,12/12/2020,1,11,136,17,1
5725,11/19/2020,11/20/2020,11/26/2020,11/25/2020,4,5,23,0,3
5726,11/19/2020,11/19/2020,11/29/2020,11/30/2020,4,5,152,0,4
5727,11/19/2020,11/19/2020,11/25/2020,11/30/2020,4,6,396,0,2
5728,11/19/2020,11/19/2020,11/26/2020,11/28/2020,4,5,133,0,2
5729,11/19/2020,11/26/2020,12/10/2020,12/11/2020,1,11,6,0,3
5730,11/20/2020,11/28/2020,12/2/2020,12/3/2020,4,11,15,0,2
5731,11/20/2020,11/23/2020,11/27/2020,11/27/2020,4,10,15,0,4
5732,11/20/2020,11/29/2020,11/30/2020,12/5/2020,4,10,286,0,3
5733,11/20/2020,11/29/2020,12/7/2020,12/8/2020,1,7,199,0,2
5734,11/20/2020,11/20/2020,12/8/2020,12/9/2020,1,5,256,0,2
5735,11/20/2020,11/22/2020,11/30/2020,12/4/2020,2,8,20,0,2
5736,11/20/2020,11/21/2020,12/3/2020,12/4/2020,2,10,63,0,4
5737,11/20/2020,11/21/2020,12/6/2020,12/12/2020,1,9,397,0,4
5738,11/20/2020,11/22/2020,12/21/2020,12/24/2020,1,5,104,0,2
5739,11/21/2020,11/21/2020,11/28/2020,11/30/2020,4,2,184,0,4
5740,11/21/2020,11/23/2020,11/29/2020,11/29/2020,4,7,81,0,2
5741,11/21/2020,11/27/2020,11/29/2020,11/30/2020,4,6,187,0,2
5742,11/21/2020,11/27/2020,11/30/2020,11/30/2020,4,7,445,0,2
5743,11/21/2020,11/21/2020,11/27/2020,11/28/2020,4,11,267,19,2
5744,11/21/2020,11/27/2020,12/1/2020,11/29/2020,4,9,195,0,2
5745,11/21/2020,11/21/2020,11/28/2020,12/2/2020,4,5,420,0,2
5746,11/21/2020,11/22/2020,12/5/2020,12/4/2020,2,5,251,0,3
5747,11/21/2020,11/23/2020,12/5/2020,12/6/2020,3,5,427,0,2
5748,11/21/2020,11/21/2020,12/10/2020,12/10/2020,1,8,20,0,4
5749,11/21/2020,11/30/2020,12/12/2020,12/13/2020,1,11,436,0,3
5750,11/21/2020,11/30/2020,12/9/2020,12/11/2020,2,9,228,0,2
5751,11/21/2020,11/28/2020,12/25/2020,12/25/2020,1,9,341,0,2
5752,11/21/2020,11/25/2020,12/12/2020,12/14/2020,1,1,53,0,1
5753,11/21/2020,11/25/2020,12/13/2020,12/15/2020,1,11,54,34,5
5754,11/22/2020,12/1/2020,12/20/2020,12/23/2020,1,10,597,0,3
5755,11/22/2020,11/23/2020,12/23/2020,12/24/2020,1,11,67,0,3
5756,11/22/2020,11/22/2020,12/1/2020,12/4/2020,4,11,615,0,2
5757,11/22/2020,11/28/2020,12/2/2020,11/30/2020,4,8,292,0,2
5758,11/22/2020,11/28/2020,11/30/2020,12/1/2020,4,1,96,15,2
5759,11/22/2020,11/27/2020,11/30/2020,11/29/2020,4,9,28,0,3
5760,11/22/2020,11/22/2020,12/8/2020,12/12/2020,1,7,28,0,5
5761,11/22/2020,12/2/2020,12/9/2020,12/13/2020,1,8,181,0,3
5762,11/22/2020,11/22/2020,12/12/2020,12/13/2020,1,9,47,0,2
5763,11/22/2020,11/24/2020,12/11/2020,12/15/2020,1,11,4,0,4
5764,11/22/2020,12/2/2020,12/14/2020,12/16/2020,1,5,334,0,3
5765,11/23/2020,11/23/2020,11/30/2020,11/29/2020,4,9,71,0,2
5766,11/23/2020,12/1/2020,12/4/2020,12/7/2020,4,5,143,0,2
5767,11/23/2020,11/27/2020,11/30/2020,12/2/2020,4,4,275,0,1
5768,11/23/2020,11/23/2020,12/19/2020,12/22/2020,1,7,34,0,2
5769,11/23/2020,11/24/2020,11/30/2020,11/30/2020,4,10,1,0,3
5770,11/23/2020,11/24/2020,11/30/2020,12/2/2020,4,11,436,0,3
5771,11/23/2020,12/1/2020,12/10/2020,12/14/2020,1,9,110,0,2
5772,11/23/2020,12/1/2020,12/12/2020,12/13/2020,1,11,332,0,3
5773,11/23/2020,12/3/2020,12/13/2020,12/15/2020,1,11,438,0,3
5774,11/23/2020,12/3/2020,12/9/2020,12/12/2020,1,11,476,0,3
5775,11/23/2020,12/3/2020,12/25/2020,12/28/2020,1,6,19,0,3
5776,11/24/2020,11/27/2020,12/1/2020,11/30/2020,4,5,24,0,2
5777,11/24/2020,12/2/2020,12/4/2020,12/6/2020,4,10,105,0,2
5778,11/24/2020,11/24/2020,11/29/2020,12/1/2020,4,11,38,0,2
5779,11/24/2020,11/24/2020,11/30/2020,12/4/2020,4,7,210,0,2
5780,11/24/2020,11/30/2020,12/2/2020,12/3/2020,4,6,22,0,2
5781,11/24/2020,11/25/2020,12/14/2020,12/13/2020,1,5,394,0,3
5782,11/24/2020,11/26/2020,12/6/2020,12/8/2020,2,8,101,0,4
5783,11/24/2020,12/2/2020,12/8/2020,12/7/2020,3,5,66,13,2
5784,11/24/2020,11/28/2020,12/24/2020,12/22/2020,1,5,310,0,2
5785,11/24/2020,12/3/2020,12/24/2020,12/26/2020,1,4,86,0,3
5786,11/24/2020,11/24/2020,12/12/2020,12/16/2020,1,6,289,0,2
5787,11/24/2020,11/24/2020,12/18/2020,12/19/2020,1,7,272,0,2
5788,11/25/2020,12/3/2020,12/5/2020,12/9/2020,4,11,44,0,3
5789,11/25/2020,11/25/2020,12/26/2020,12/28/2020,1,7,609,0,2
5790,11/25/2020,11/28/2020,12/3/2020,12/3/2020,4,7,235,0,1
5791,11/25/2020,12/4/2020,12/16/2020,12/17/2020,1,6,518,0,3
5792,11/25/2020,11/30/2020,12/13/2020,12/15/2020,1,7,91,0,3
5793,11/25/2020,11/28/2020,12/14/2020,12/16/2020,1,8,116,0,4
5794,11/25/2020,11/25/2020,12/12/2020,12/13/2020,3,10,14,0,5
5795,11/25/2020,11/25/2020,12/28/2020,12/29/2020,1,5,346,0,2
5796,11/25/2020,12/4/2020,12/27/2020,12/30/2020,1,11,89,0,2
5797,11/25/2020,11/30/2020,12/18/2020,12/17/2020,1,5,185,0,2
5798,11/26/2020,11/27/2020,12/3/2020,12/3/2020,4,10,176,0,3
5799,11/26/2020,11/26/2020,12/3/2020,12/1/2020,4,10,7,0,2
5800,11/26/2020,11/26/2020,12/23/2020,12/27/2020,1,9,230,0,2
5801,11/26/2020,11/28/2020,12/3/2020,12/5/2020,4,1,128,33,4
5802,11/26/2020,11/26/2020,12/3/2020,12/4/2020,4,1,81,0,5
5803,11/26/2020,11/27/2020,12/17/2020,12/17/2020,1,11,50,0,3
5804,11/26/2020,12/5/2020,12/14/2020,12/15/2020,1,2,176,0,3
5805,11/26/2020,12/5/2020,12/10/2020,12/11/2020,1,7,78,0,3
5806,11/26/2020,12/1/2020,12/14/2020,12/16/2020,1,8,446,0,1
5807,11/27/2020,11/27/2020,12/4/2020,11/29/2020,4,1,211,0,2
5808,11/27/2020,11/30/2020,12/26/2020,12/28/2020,1,6,59,10,3
5809,11/27/2020,12/8/2020,12/8/2020,12/10/2020,4,9,193,0,1
5810,11/27/2020,11/30/2020,12/5/2020,12/7/2020,4,7,54,0,3
5811,11/27/2020,12/8/2020,12/8/2020,12/11/2020,4,9,35,0,1
5812,11/27/2020,12/6/2020,12/14/2020,12/17/2020,1,6,138,0,3
5813,11/27/2020,11/27/2020,12/18/2020,12/16/2020,1,8,181,0,4
5814,11/27/2020,11/28/2020,12/14/2020,12/15/2020,2,8,327,0,3
5815,11/27/2020,11/30/2020,12/29/2020,12/28/2020,1,11,200,0,4
5816,11/27/2020,11/29/2020,12/20/2020,12/18/2020,1,11,143,0,2
5817,11/27/2020,11/29/2020,12/17/2020,12/21/2020,1,4,168,0,2
5818,11/28/2020,11/28/2020,12/31/2020,1/3/2021,1,9,75,0,2
5819,11/28/2020,12/2/2020,12/10/2020,12/12/2020,4,7,151,0,4
5820,11/28/2020,11/29/2020,12/6/2020,12/8/2020,4,8,9,0,3
5821,11/28/2020,12/7/2020,12/8/2020,12/10/2020,4,7,183,0,3
5822,11/28/2020,12/6/2020,12/10/2020,12/12/2020,4,5,31,0,2
5823,11/28/2020,12/5/2020,12/16/2020,12/18/2020,1,9,30,0,2
5824,11/28/2020,12/4/2020,12/19/2020,12/19/2020,1,9,205,0,1
5825,11/28/2020,11/28/2020,12/17/2020,12/18/2020,1,5,28,0,5
5826,11/28/2020,12/7/2020,12/31/2020,12/31/2020,1,5,51,0,3
5827,11/28/2020,12/1/2020,12/19/2020,12/25/2020,1,11,15,0,2
5828,11/29/2020,12/5/2020,12/29/2020,12/30/2020,1,7,152,0,2
5829,11/29/2020,11/29/2020,12/6/2020,12/7/2020,4,10,122,0,2
5830,11/29/2020,12/2/2020,12/7/2020,12/9/2020,4,1,257,0,3
5831,11/29/2020,11/29/2020,12/14/2020,12/17/2020,1,9,144,0,2
5832,11/29/2020,11/30/2020,12/18/2020,12/21/2020,1,9,483,13,3
5833,11/29/2020,11/30/2020,12/20/2020,12/19/2020,1,4,111,0,4
5834,11/29/2020,11/29/2020,12/18/2020,12/18/2020,1,1,328,0,5
5835,11/29/2020,11/29/2020,12/21/2020,12/20/2020,1,11,100,0,4
5836,11/29/2020,12/2/2020,12/21/2020,12/24/2020,1,4,387,0,3
5837,11/30/2020,12/6/2020,12/11/2020,12/15/2020,4,5,34,0,5
5838,11/30/2020,11/30/2020,12/7/2020,12/8/2020,4,11,210,0,2
5839,11/30/2020,12/11/2020,12/11/2020,12/16/2020,4,7,326,0,1
5840,11/30/2020,12/8/2020,12/12/2020,12/13/2020,4,6,341,0,2
5841,11/30/2020,12/6/2020,1/2/2021,1/3/2021,1,9,192,0,2
5842,11/30/2020,11/30/2020,12/6/2020,12/10/2020,4,11,97,0,4
5843,11/30/2020,11/30/2020,12/7/2020,12/9/2020,4,11,24,0,2
5844,11/30/2020,12/8/2020,12/10/2020,12/10/2020,4,2,105,0,3
5845,11/30/2020,12/9/2020,12/13/2020,12/15/2020,4,4,598,0,2
5846,11/30/2020,12/10/2020,12/12/2020,12/13/2020,4,1,52,0,3
5847,11/30/2020,12/1/2020,12/8/2020,12/11/2020,4,8,143,0,3
5848,11/30/2020,11/30/2020,12/18/2020,12/21/2020,1,5,50,0,4
5849,11/30/2020,12/6/2020,12/19/2020,12/21/2020,1,9,146,0,4
5850,11/30/2020,12/3/2020,12/18/2020,12/21/2020,1,7,25,0,3
5851,11/30/2020,12/2/2020,12/20/2020,12/23/2020,1,6,58,0,4
5852,11/30/2020,12/6/2020,12/17/2020,12/18/2020,2,4,160,0,1
5853,11/30/2020,11/30/2020,1/2/2021,1/2/2021,1,4,93,0,4
5854,11/30/2020,12/4/2020,12/30/2020,1/3/2021,1,7,153,0,1
5855,11/30/2020,12/7/2020,12/25/2020,12/27/2020,1,9,175,0,2
5856,12/1/2020,12/2/2020,12/8/2020,12/11/2020,4,9,297,0,3
5857,12/1/2020,12/7/2020,12/13/2020,12/16/2020,2,9,56,0,2
5858,12/1/2020,12/10/2020,12/31/2020,1/4/2021,1,7,353,0,3
5859,12/2/2020,12/3/2020,12/9/2020,12/13/2020,4,9,13,0,3
5860,12/2/2020,12/8/2020,12/9/2020,12/11/2020,4,1,270,0,1
5861,12/2/2020,12/10/2020,12/14/2020,12/11/2020,4,2,1,0,2
5862,12/2/2020,12/12/2020,1/3/2021,1/6/2021,1,1,20,0,1
5863,12/2/2020,12/11/2020,12/14/2020,12/18/2020,4,7,49,0,3
5864,12/2/2020,12/8/2020,12/8/2020,12/13/2020,4,5,306,0,1
5865,12/2/2020,12/2/2020,12/8/2020,12/11/2020,4,4,1,0,2
5866,12/2/2020,12/11/2020,12/11/2020,12/16/2020,4,9,243,0,3
5867,12/2/2020,12/12/2020,12/22/2020,12/25/2020,1,9,20,0,1
5868,12/2/2020,12/11/2020,12/23/2020,12/26/2020,1,8,278,0,2
5869,12/2/2020,12/3/2020,12/16/2020,12/18/2020,1,2,28,0,2
5870,12/2/2020,12/2/2020,12/21/2020,12/22/2020,1,1,327,0,2
5871,12/2/2020,12/9/2020,12/21/2020,12/25/2020,1,7,114,0,2
5872,12/2/2020,12/2/2020,12/23/2020,12/23/2020,1,2,257,0,2
5873,12/2/2020,12/4/2020,1/5/2021,1/5/2021,1,1,53,0,1
5874,12/2/2020,12/3/2020,12/25/2020,12/25/2020,1,7,38,0,3
5875,12/2/2020,12/10/2020,12/23/2020,12/28/2020,1,5,156,0,2
5876,12/3/2020,12/5/2020,12/30/2020,1/3/2021,1,4,59,0,4
5877,12/3/2020,12/16/2020,12/16/2020,12/18/2020,4,6,591,0,1
5878,12/3/2020,12/3/2020,12/11/2020,12/12/2020,4,9,175,0,2
5879,12/3/2020,12/13/2020,12/15/2020,12/21/2020,4,1,250,0,3
5880,12/3/2020,12/15/2020,12/15/2020,12/17/2020,4,7,248,0,1
5881,12/3/2020,12/11/2020,12/15/2020,12/17/2020,4,8,318,0,2
5882,12/3/2020,12/6/2020,12/8/2020,12/10/2020,4,7,5,0,1
5883,12/3/2020,12/4/2020,12/20/2020,12/23/2020,1,9,340,0,1
5884,12/3/2020,12/11/2020,12/16/2020,12/19/2020,2,8,22,0,2
5885,12/3/2020,12/12/2020,12/23/2020,12/24/2020,1,8,239,0,3
5886,12/3/2020,12/3/2020,12/24/2020,12/25/2020,1,5,530,0,4
5887,12/3/2020,12/9/2020,12/19/2020,12/22/2020,2,11,18,0,3
5888,12/3/2020,12/12/2020,1/4/2021,1/5/2021,1,8,95,0,3
5889,12/4/2020,12/5/2020,12/11/2020,12/9/2020,4,5,416,0,3
5890,12/4/2020,12/13/2020,1/4/2021,1/7/2021,1,6,22,0,3
5891,12/4/2020,12/14/2020,12/16/2020,12/18/2020,4,11,116,0,3
5892,12/4/2020,12/11/2020,12/14/2020,12/14/2020,4,1,547,0,3
5893,12/4/2020,12/4/2020,12/11/2020,12/13/2020,4,1,84,0,2
5894,12/4/2020,12/13/2020,12/23/2020,12/29/2020,1,2,4,0,3
5895,12/4/2020,12/12/2020,12/25/2020,12/28/2020,1,11,170,0,3
5896,12/4/2020,12/4/2020,12/23/2020,12/24/2020,1,1,208,0,4
5897,12/4/2020,12/12/2020,12/29/2020,12/31/2020,2,10,226,24,3
5898,12/4/2020,12/4/2020,1/4/2021,1/6/2021,1,8,13,0,2
5899,12/4/2020,12/13/2020,12/26/2020,12/28/2020,1,5,60,0,2
5900,12/5/2020,12/7/2020,1/4/2021,1/5/2021,1,6,26,0,4
5901,12/5/2020,12/6/2020,1/8/2021,1/7/2021,1,9,183,0,3
5902,12/5/2020,12/5/2020,12/10/2020,12/14/2020,4,4,625,0,2
5903,12/5/2020,12/5/2020,12/14/2020,12/14/2020,4,8,122,0,4
5904,12/5/2020,12/17/2020,12/18/2020,12/22/2020,4,11,70,0,1
5905,12/5/2020,12/13/2020,12/24/2020,12/25/2020,1,11,411,32,2
5906,12/5/2020,12/15/2020,12/24/2020,12/26/2020,1,5,30,0,3
